seed,step,queries,loss,maxq0,mean_q,eps,sec
1,66000,16.25,40.67569,-463.863,-467.482,0.05,244.8
1,68000,16.917,41.36892,-469.464,-475.464,0.05,253.0
1,70000,17.583,41.63187,-478.56,-482.985,0.05,261.2
1,72000,16.417,42.18799,-484.557,-488.87,0.05,269.3
1,74000,17.083,42.46393,-489.198,-495.225,0.05,277.5
1,76000,16.0,43.12377,-494.197,-501.965,0.05,285.7
1,78000,14.833,43.34047,-497.556,-505.71,0.05,293.9
1,80000,15.833,43.78296,-498.288,-509.781,0.05,302.1
1,82000,14.333,44.21709,-503.488,-512.892,0.05,310.2
1,84000,16.25,44.93951,-499.887,-516.129,0.05,318.4
1,86000,16.333,44.37639,-505.453,-516.1,0.05,326.5
1,88000,15.583,43.41733,-507.106,-514.382,0.05,334.7
1,90000,15.667,42.77045,-500.505,-512.198,0.05,342.9
1,92000,14.917,42.22968,-500.165,-510.697,0.05,351.0
1,94000,15.5,42.0986,-486.499,-504.458,0.05,359.2
1,96000,15.167,41.87906,-479.087,-496.609,0.05,367.4
1,98000,14.417,41.44166,-468.112,-485.55,0.05,375.6
1,100000,15.0,39.88138,-454.87,-472.92,0.05,383.8
1,102000,15.5,36.49665,-438.442,-455.545,0.05,392.0
1,104000,15.5,32.31317,-424.708,-438.586,0.05,400.2
1,106000,15.833,28.43603,-402.406,-414.663,0.05,408.4
1,108000,14.417,24.66585,-371.62,-388.832,0.05,416.5
1,110000,15.667,21.93221,-345.254,-363.247,0.05,424.7
1,112000,15.833,20.00177,-317.453,-333.714,0.05,432.9
1,114000,15.25,17.91817,-284.17,-301.653,0.05,441.0
1,116000,15.167,16.52071,-249.978,-267.18,0.05,449.2
1,118000,15.833,15.65141,-223.055,-238.207,0.05,457.4
1,120000,15.583,14.96636,-211.76,-222.043,0.05,465.6
1,122000,16.083,14.94153,-206.079,-217.74,0.05,473.7
1,124000,15.75,14.99413,-206.964,-216.297,0.05,481.8
1,126000,14.75,15.45885,-212.129,-220.792,0.05,490.0
1,128000,16.0,15.91209,-218.567,-225.038,0.05,498.2
1,130000,15.25,15.96095,-219.15,-227.536,0.05,506.3
1,132000,15.417,15.7271,-222.868,-229.221,0.05,514.5
1,134000,14.583,15.42547,-222.919,-230.293,0.05,522.6
1,136000,15.583,15.52954,-220.795,-229.296,0.05,530.6
1,138000,15.917,15.42707,-222.499,-228.678,0.05,538.8
1,140000,15.167,15.63826,-222.198,-228.431,0.05,546.9
1,142000,15.5,15.92766,-222.355,-228.225,0.05,555.1
1,144000,15.25,15.7762,-221.164,-227.713,0.05,563.2
1,146000,15.167,15.50027,-216.174,-225.486,0.05,571.4
1,148000,14.833,15.43938,-215.503,-224.22,0.05,579.6
1,150000,15.0,15.16135,-217.286,-224.583,0.05,587.8
1,152000,15.083,15.1803,-217.281,-225.091,0.05,595.9
1,154000,16.083,14.99079,-218.2,-225.814,0.05,604.1
1,156000,15.5,15.06538,-220.586,-227.355,0.05,612.4
1,158000,15.583,15.17683,-221.129,-228.204,0.05,620.5
1,160000,14.917,15.34787,-220.36,-227.544,0.05,628.8
1,162000,15.083,15.5437,-219.173,-227.069,0.05,636.9
1,164000,15.917,15.87625,-220.131,-227.119,0.05,645.1
1,166000,14.75,16.06669,-219.965,-227.111,0.05,653.3
1,168000,14.833,16.12369,-218.847,-225.856,0.05,661.4
